Model_Year,Make,Model,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Consumption_in_City(L/100 km),Fuel_Consumption_in_City_Hwy(L/100 km),Fuel_Consumption_comb(L/100km),CO2_Emissions,Smog_Level
2021,Ram,ProMaster City,Special purpose vehicle,2.4,4,A9,11.2,8.3,9.9,232,6
2021,Rolls-Royce,Cullinan,Station wagon: Mid-size,6.7,12,AS8,20.1,12.1,16.5,386,3
2021,Rolls-Royce,Cullinan Black Badge,Station wagon: Mid-size,6.7,12,AS8,20.1,12.1,16.5,386,3
2021,Rolls-Royce,Dawn,Compact,6.6,12,AS8,20.7,13.4,17.4,408,3
2021,Rolls-Royce,Dawn Black Badge,Compact,6.6,12,AS8,20.7,13.4,17.4,408,3
2021,Rolls-Royce,Ghost,Full-size,6.7,12,AS8,19.9,12.7,16.7,387,3
2021,Rolls-Royce,Ghost EWB,Full-size,6.7,12,AS8,19.9,12.7,16.7,387,3
2021,Rolls-Royce,Phantom,Full-size,6.7,12,AS8,20,11.8,16.3,382,3
2021,Rolls-Royce,Phantom EWB,Full-size,6.7,12,AS8,20,11.8,16.3,382,3
2021,Rolls-Royce,Wraith,Mid-size,6.6,12,AS8,19.6,12.8,16.5,387,3
2021,Rolls-Royce,Wraith Black Badge,Mid-size,6.6,12,AS8,19.6,12.8,16.5,387,3
2021,Subaru,Ascent AWD,SUV: Standard,2.4,4,AV8,11.6,9,10.4,244,3
2021,Subaru,Crosstrek AWD,SUV: Small,2,4,AV8,8.5,7,7.9,185,6
2021,Subaru,Crosstrek AWD,SUV: Small,2,4,M6,10.5,8.1,9.4,220,6
2021,Subaru,Crosstrek AWD,SUV: Small,2.5,4,AV8,8.8,7,8,188,6
2021,Subaru,Forester AWD,SUV: Small,2.5,4,AV7,9,7.2,8.2,192,6
2021,Subaru,Impreza 4-Door AWD,Mid-size,2,4,AV7,8.3,6.4,7.5,174,6
2021,Subaru,Impreza 4-Door AWD,Mid-size,2,4,M5,10.1,7.6,9,210,6
2021,Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,AV7,8.4,6.6,7.6,178,6
2021,Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,M5,10.1,7.7,9,211,6
2021,Subaru,Legacy AWD,Full-size,2.4,4,AV8,9.9,7.3,8.7,205,3
2021,Subaru,Legacy AWD,Full-size,2.5,4,AV8,8.9,6.7,7.9,184,6
2021,Subaru,Outback AWD,SUV: Small,2.4,4,AV8,10.1,7.9,9.1,213,3
2021,Subaru,Outback AWD,SUV: Small,2.5,4,AV8,9,7.1,8.2,192,6
2021,Subaru,WRX AWD,Compact,2,4,AV8,12.9,9.7,11.5,269,1
2021,Subaru,WRX AWD,Compact,2,4,M6,11.7,8.7,10.4,243,1
2021,Subaru,WRX STI AWD,Compact,2.5,4,M6,14.4,10.8,12.8,301,1
2021,Toyota,4Runner 4WD,SUV: Standard,4,6,AS5,14.8,12.5,13.8,321,5
2021,Toyota,4Runner 4WD (Part-Time 4WD),SUV: Standard,4,6,AS5,14.8,12.5,13.8,321,5
2021,Toyota,Avalon,Mid-size,3.5,6,AS8,10.9,7.7,9.5,221,5
2021,Toyota,Avalon AWD,Mid-size,2.5,4,AS8,9.5,7,8.4,197,6
2021,Toyota,C-HR,Compact,2,4,AS7,8.7,7.5,8.2,189,3
2021,Toyota,Camry LE/SE,Mid-size,2.5,4,AS8,8.5,6.1,7.4,173,7
2021,Toyota,Camry XLE/XSE,Mid-size,2.5,4,AS8,8.6,6.3,7.6,177,7
2021,Toyota,Camry,Mid-size,3.5,6,AS8,10.5,7.1,9,210,5
2021,Toyota,Camry XSE,Mid-size,3.5,6,AS8,10.7,7.4,9.2,215,5
2021,Toyota,Camry TRD,Mid-size,3.5,6,AS8,10.8,7.6,9.4,220,5
2021,Toyota,Camry AWD LE/SE,Mid-size,2.5,4,AS8,9.3,6.8,8.2,190,6
2021,Toyota,Camry AWD XLE/XSE,Mid-size,2.5,4,AS8,9.5,7,8.4,197,6
2021,Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV,4.9,4.8,4.9,113,7
2021,Toyota,Camry Hybrid SE/XLE/XSE,Mid-size,2.5,4,AV,5.3,5,5.1,121,7
2021,Toyota,Corolla,Compact,1.8,4,AV,7.9,6.1,7.1,165,5
2021,Toyota,Corolla XLE,Compact,1.8,4,AV,8.1,6.3,7.3,170,5
2021,Toyota,Corolla,Compact,1.8,4,M6,8,6,7.1,165,5
2021,Toyota,Corolla,Compact,2,4,AV10,7.6,5.9,6.8,159,7
2021,Toyota,Corolla XSE,Compact,2,4,AV10,7.7,6.1,7,164,7
2021,Toyota,Corolla,Compact,2,4,M6,8.2,6.5,7.4,173,7
2021,Toyota,Corolla Apex Edition,Compact,2,4,AV10,7.7,6.2,7,164,7
2021,Toyota,Corolla Apex Edition,Compact,2,4,M6,8.4,6.6,7.5,178,7
2021,Toyota,Corolla Hatchback,Compact,2,4,AV10,7.5,5.8,6.7,158,7
2021,Toyota,Corolla Hatchback,Compact,2,4,M6,8.4,6.7,7.6,179,7
2021,Toyota,Corolla Hybrid,Compact,1.8,4,AV,4.4,4.5,4.5,106,7
2021,Toyota,GR Supra 2.0,Two-seater,2,4,AS8,9.4,7.3,8.4,197,7
2021,Toyota,GR Supra 3.0,Two-seater,3,6,AS8,10.6,8,9.4,218,5
2021,Toyota,Highlander,SUV: Small,3.5,6,AS8,11.9,8.3,10.3,240,5
2021,Toyota,Highlander AWD,SUV: Small,3.5,6,AS8,11.8,8.6,10.3,241,5
2021,Toyota,Highlander Hybrid AWD,SUV: Standard,2.5,4,AV,6.7,6.8,6.7,158,7
2021,Toyota,Highlander Hybrid AWD Limited/Platinum,SUV: Standard,2.5,4,AV,6.6,6.8,6.7,156,7
2021,Toyota,Prius,Mid-size,1.8,4,AV,4.4,4.7,4.5,106,7
2021,Toyota,Prius AWD,Mid-size,1.8,4,AV,4.6,5,4.8,111,7
2021,Toyota,RAV4,SUV: Small,2.5,4,AS8,8.8,6.8,7.9,184,6
2021,Toyota,RAV4 (Stop/Start),SUV: Small,2.5,4,AS8,8.5,6.8,7.7,180,6
2021,Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,9.4,7.1,8.4,195,6
2021,Toyota,RAV4 AWD (Stop/Start),SUV: Small,2.5,4,AS8,8.8,7.1,8,187,6
2021,Toyota,RAV4 AWD LE,SUV: Small,2.5,4,AS8,8.7,6.9,7.9,184,6
2021,Toyota,RAV4 AWD TRD Off-Road,SUV: Small,2.5,4,AS8,9.5,7.4,8.5,200,6
2021,Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,5.8,6.3,6,140,7
2021,Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,18.5,13.9,16.4,384,5
2021,Toyota,Sienna,Minivan,2.5,4,AV,6.6,6.5,6.5,153,7
2021,Toyota,Sienna AWD,Minivan,2.5,4,AV,6.8,6.6,6.7,157,7
2021,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,13,10.5,11.8,278,5
2021,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,13.8,11.4,12.7,299,5
2021,Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Pickup truck: Small,3.5,6,M6,13.8,11.7,12.9,300,5
2021,Toyota,Tundra,Pickup truck: Standard,5.7,8,AS6,17.7,13.6,15.9,371,5
2021,Toyota,Tundra 4WD,Pickup truck: Standard,5.7,8,AS6,18,14.2,16.3,382,5
2021,Toyota,Venza AWD,SUV: Small,2.5,4,AV,5.9,6.4,6.1,141,7
2021,Volkswagen,Arteon 4MOTION,Full-size,2,4,AS8,11.6,7.7,9.8,230,3
2021,Volkswagen,Atlas 4MOTION,SUV: Small,2,4,AS8,11.7,9.9,10.9,256,3
2021,Volkswagen,Atlas 4MOTION,SUV: Standard,3.6,6,AS8,14.6,10.9,12.9,301,5
2021,Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,2,4,AS8,11.7,10,10.9,257,3
2021,Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6,AS8,13.8,10.4,12.3,289,5
2021,Volkswagen,Golf,Compact,1.4,4,AS8,8.2,6.5,7.5,174,7
2021,Volkswagen,Golf,Compact,1.4,4,M6,8,6.1,7.1,166,7
2021,Volkswagen,Golf GTI,Compact,2,4,AM7,9.7,7.3,8.6,201,7
2021,Volkswagen,Golf GTI,Compact,2,4,M6,10.1,7.9,9.1,213,7
2021,Volkswagen,Jetta,Compact,1.4,4,AS8,8,6,7.1,165,7
2021,Volkswagen,Jetta,Compact,1.4,4,M6,7.9,5.8,6.9,162,7
2021,Volkswagen,Jetta GLI,Compact,2,4,AM7,9.7,6.8,8.4,195,7
2021,Volkswagen,Jetta GLI,Compact,2,4,M6,9.7,7,8.5,198,7
2021,Volkswagen,Passat,Mid-size,2,4,AS6,9.8,6.6,8.3,195,7
2021,Volkswagen,Tiguan,SUV: Small,2,4,AS8,10.4,8.1,9.4,219,7
2021,Volkswagen,Tiguan 4MOTION,SUV: Small,2,4,AS8,11,8.6,9.9,232,7
2021,Volvo,S60 T5,Compact,2,4,AS8,10,6.8,8.6,200,5
2021,Volvo,S60 T5 AWD,Compact,2,4,AS8,10.8,7.2,9.2,215,5
2021,Volvo,S60 T6 AWD,Compact,2,4,AS8,11,7.4,9.4,219,7
2021,Volvo,S90 T6 AWD,Mid-size,2,4,AS8,11.3,7.5,9.6,224,7
2021,Volvo,V60 T5,Station wagon: Small,2,4,AS8,10,6.8,8.6,200,5
2021,Volvo,V60 T6 AWD,Station wagon: Small,2,4,AS8,11.3,7.5,9.6,224,7
2021,Volvo,V60 CC T5 AWD,Station wagon: Small,2,4,AS8,10.8,7.7,9.4,220,5
2021,Volvo,XC40 T4 AWD,SUV: Small,2,4,AS8,10.7,7.6,9.3,217,5
2021,Volvo,XC40 T5 AWD,SUV: Small,2,4,AS8,10.7,7.7,9.4,219,5
2021,Volvo,XC60 T5 AWD,SUV: Small,2,4,AS8,11.1,8.3,9.9,230,5
2021,Volvo,XC60 T6 AWD,SUV: Small,2,4,AS8,11.7,8.6,10.3,240,7
2021,Volvo,XC90 T5 AWD,SUV: Standard,2,4,AS8,11.5,8.4,10.1,236,5
2021,Volvo,XC90 T6 AWD,SUV: Standard,2,4,AS8,12.1,8.5,10.5,245,7
